password,strength_label,crack_time_seconds
YST5`a6{4X}P.,strong,1000.0000000001
result121!,weak,0.000771
":G+)G*:T""4S36gB4Ca",strong,100000000.0000000001
represent611!,weak,0.002913
Rf'JG^fZP0,medium,1.0000000001
]4}:}1%{p$}$=C9I3|W),strong,10000000000.0000000001
D}a4j519kj,medium,1.0000000001
"u2"":'>8`>c~8,<g`pG""",strong,1000000000.0000000001
any488@,weak,0.000191
run549#,weak,0.000237
finally188#,weak,0.000791
these197!,weak,0.000151
a\:AuI|Ggr!GyDv3*,strong,10000000.0000000001
success897#,weak,0.000555
concern527!,weak,0.000789
center305,weak,0.0000486
"AgAxjL=$&}6WecZsm""",strong,100000000.0000000001
"bLnJ$jobq(B""@BEszX",strong,100000000.0000000001
"A7<ZMW;whO$b[.M9""k20",strong,3840000000.01
machine962!,weak,0.001639
store292!,weak,0.001407
meet598,weak,0.00004048
A6PK.etO$Gy,strong,10.0000000001
^_ky>DXhH*Y@:;<XA,strong,4680000.01
mission688@,weak,0.001343
among639#,weak,0.000455
06?G9Up1;Ud~5t_?,strong,1000000.0000000001
message968,weak,0.0001083363199999999991177901393
west495!,weak,0.000209
sure104,weak,0.000017
d{T$Ob_nzEqnu*cg1,strong,10000000.0000000001
FHH'hkt`Lx5>Tt*cY@b,strong,1000000000.0000000001
world468,weak,0.00000153
teach82!,weak,0.0001808
ago800@,weak,0.000593
DhA$uqaHn,medium,0.07336
deal703#,weak,0.000483
htD|FGlY]pwz)X<S,strong,1000000.0000000001
#[p)\a&}b=*7Fpx,strong,100000.0000000001
idea140,weak,0.0000378
b6k=9)E#:x,medium,1.0000000001
"KeZ!>WH]gb|ua-AOv""$",strong,1000000000.0000000001
H6ix=zXuq[.GDk<`(M,strong,100000000.0000000001
D.N^TanG6BWK,strong,100.0000000001
matter871,weak,0.0000438
Q'@dL5?9Lk_ihy,strong,10000.0000000001
(W&I3sgipRh),strong,100.0000000001
",W\P-mrfiP<pM)WERg3&",strong,10000000000.0000000001
"cM!~vP""9&.cf",strong,100.0000000001
|{'|=UMe&^0$$E,strong,10000.0000000001
society935#,weak,0.000613
;sl#y-y=,weak,0.0100000001
bg!6YsITk,medium,0.1000000001
marriage991,weak,0.000092
board420@,weak,0.000673
'MG+`d}|v>L8e3,strong,10000.0000000001
"<oAQYP0""TbZrc~(",strong,100000.0000000001
activity778@,weak,0.002005
all379,weak,0.000011
at590!,weak,0.0001000001
'FKfS1Ep^<,medium,1.0000000001
ZXD7uj+~m//'b6\]C,strong,10000000.0000000001
A['XCe5tTEjxGVKCN,strong,10000000.0000000001
seem350@,weak,0.000805
/78BXtU<)]}t0hz=U6,strong,100000000.0000000001
environment1,weak,0.0000032748
"*!tlDMN{-S&i""",strong,1000.0000000001
day133,weak,0.0000033184
u&se}TCW[U1e,strong,100.0000000001
various150!,weak,0.000545
no581!,weak,0.0001000001
soldier909!,weak,0.002211
(Z#l~hloX-r]Irc$4,strong,10000000.0000000001
"9N,;]!FHd?f2_@",strong,10000.0000000001
product558@,weak,0.000303
west789!,weak,0.000209
"t?Fs=:085CH7,",strong,1000.0000000001
$3i'wM#%ecY,strong,10.0000000001
?L'7zyz&<?h>#Km,strong,100000.0000000001
major223,weak,0.0000364
save980!,weak,0.000787
defense141,weak,0.0001616356266666666653463835246
seek159@,weak,0.001001
=U\btMv7Kw`+,strong,100.0000000001
0FxyeYy-.>!2,strong,100.0000000001
itself287,weak,0.0001172
"Vh&+?+,gg+XEp",strong,1000.0000000001
rule538!,weak,0.0002998
work584#,weak,0.000113
0X+g.{FV_;,medium,1.0000000001
office201!,weak,0.000567
y<dNR~Z%mG2Oz,strong,1000.0000000001
DQWF3<oUu2q,strong,10.0000000001
?M-1ytpN,weak,0.0100000001
aS-_?8A[rd/nILH5.0M,strong,1000000000.0000000001
"""t[P.4]48c\?Ni$w?Q*$",strong,10000000000.0000000001
"b)MVg*8`EY{KH,PJ:1",strong,100000000.0000000001
3-sqWVF!BLY]a,strong,156.000001
JX'16XOf74s=hs,strong,10000.0000000001
foot36!,weak,0.00006756
worker414,weak,0.0003825787733333333301970924368
"kJi""!Y)\?cV+m&",strong,10000.0000000001
market834,weak,0.0001
ground654@,weak,0.001001
front640#,weak,0.000815
read233#,weak,0.000729
d`^0~N\5ALEF^dd$sF,strong,100000000.0000000001
reveal823!,weak,0.004883
increase754#,weak,0.001635
"|tcqHAmg,h%",strong,10.0000000001
"1""5s,Jx4U'&C=St'",strong,1000000.0000000001
t'g?!kbB1Xy,strong,10.0000000001
see790@,weak,0.000101
7Rk)7PK)*|w,strong,10.0000000001
nr1]?Gy@7$\k#,strong,1000.0000000001
LDs>Q6c?`Xcg\/E`$^o,strong,1000000000.0000000001
"iB|,r2w8~",medium,0.1000000001
tough73!,weak,0.0001248
ask750#,weak,0.000371
#oGr|&]{o1cWmA,strong,10000.0000000001
"XyDu,tO.U",medium,0.1000000001
land362!,weak,0.000493
]|*z=oCw$)g\b>Foiya2,strong,10000000000.0000000001
Y!Bk@~Ldbe;Ieu+vZDT,strong,1000000000.0000000001
really552@,weak,0.000105
respond135!,weak,0.004009
arrive784@,weak,0.004237
forget987@,weak,0.000507
with917@,weak,0.000101
past141!,weak,0.000769
painting690@,weak,0.002491
mXk80s`#i.nH'Zpq1du,strong,1000000000.0000000001
m2_fgt215b%#ie(,strong,100000.0000000001
type497#,weak,0.000945
green108@,weak,0.000101
"G>O.JlO>{,k0",strong,100.0000000001
"~F'JGyNbDZ/%%zPy,A%""",strong,10000000000.0000000001
"\ejK,q>i",weak,0.0100000001
media689!,weak,0.000833
indeed486!,weak,0.002533
"'nJ's05V8u'D{,GE*G",strong,100000000.0000000001
final553!,weak,0.000377
head671#,weak,0.000495
"zH,4b[=7|*qPL%,pg",strong,10000000.0000000001
"VrDwGW+WM{""W9",strong,1000.0000000001
)J7d;MNbR,medium,0.1000000001
mean121@,weak,0.000117
"%gQXG""ZoWjfk@iecc",strong,10000000.0000000001
court916,weak,0.0000498
UQV>%/;h9<),strong,10.0000000001
+!}aQKqvc'j=r,strong,1000.0000000001
pec=@;v2^,medium,0.1000000001
"%1qOlpF]euWs,lU#",strong,1000000.0000000001
material934#,weak,0.001493
GVP8zBQ5G)kL,strong,100.0000000001
v%Qll/jRFDU>1]pT+,strong,10000000.0000000001
ij(zm}PlRGCyBfZ*ib`,strong,1000000000.0000000001
lead20@,weak,0.000079
",]_S;~gC.uU8~,\/O#O)",strong,10000000000.0000000001
"H6k2@n!<MO5,S!che]v",strong,1000000000.0000000001
that38,weak,0.000002
plan79#,weak,0.0000264
product831#,weak,0.001935
BuF_e-\#N:mM!U^>SR!\,strong,10000000000.0000000001
"N[K2O$>joUF8?;""M",strong,1000000.0000000001
NA~9I\z3cZ$s},strong,1000.0000000001
r)a1tHgea2,medium,1.0000000001
seat886#,weak,0.001295
weight418,weak,0.0002796
tend818@,weak,0.003709
early13!,weak,0.00002
ball619,weak,0.0000592
ever597#,weak,0.000237
window826#,weak,0.001443
!~h#cmu&,weak,0.0100000001
good351@,weak,0.000103
production421#,weak,0.000527
director202!,weak,0.000583
34A5wwO6j|)~,strong,100.0000000001
^rkKg{0SC9,medium,1.0000000001
government141,weak,0.00002350005333333333314840274398
start118#,weak,0.000457
5-RI/r_r5K@)Pcc)*p<M,strong,10000000000.0000000001
score274,weak,0.0001606
life441!,weak,0.000217
"#l,3//v""3Rf(b7-",strong,100000.0000000001
lead979,weak,0.000079
d\*<qpV+<}LPR[,strong,10000.0000000001
y@oXT!nP!hdYUCC:O#n,strong,1000000000.0000000001
name754,weak,0.00002054922666666666650598926935
very108,weak,0.0000188
us856,weak,0.0000100001
doctor371!,weak,0.000493
=:J)dT*U~50Q%,strong,1000.0000000001
DOmJJFsADrxccW,strong,10000.0000000001
^.ZJ{Hv^L3A`zN(8,strong,1000000.0000000001
8:H<q~xo,weak,0.0100000001
z7oxl{f<7\,medium,1.0000000001
"^{r4,\TgZP",medium,1.0000000001
"tV8wv/,opMkbN*bz%HKQ",strong,10000000000.0000000001
"e""dQ[0ho+pDb",strong,100.0000000001
one963,weak,0.0000015
1(gzN0zEQ:(=hvtPa~Z,strong,1000000000.0000000001
"7L,a`7ItRg",medium,1.0000000001
how275#,weak,0.000101
bank202@,weak,0.000999
player916#,weak,0.000319
firm258,weak,0.00001138
recognize795!,weak,0.002355
place169,weak,0.0000316
over890#,weak,0.000101
"%We""7QuXo9ip5:A+7V%z",strong,10000000000.0000000001
mdG`Yh2C$t~,strong,10.0000000001
EB/Ra(#MMhV~X>/>,strong,1000000.0000000001
way227@,weak,0.000141
sb/WceV?F=08F\|Yze,strong,100000000.0000000001
start264,weak,0.0000466
father130#,weak,0.000335
";]^:aa282Sd34oT,<",strong,10000000.0000000001
various470#,weak,0.000545
"YG:l""1\!>#(YJTdr",strong,1000000.0000000001
call666@,weak,0.000229
oil795#,weak,0.0010000001
director710#,weak,0.000583
[9j;a2:_q23,strong,10.0000000001
here71#,weak,0.000011
ROIi.J$pPE0(M=,strong,10000.0000000001
Te3twLWo{y:AFZc`Y.,strong,100000000.0000000001
3D$^Zq'cAzzlD7,strong,10000.0000000001
"XBy[$}KG""hQ",strong,10.0000000001
iK.gltWLY`lO@e,strong,10000.0000000001
fine836#,weak,0.000251
budget142#,weak,0.002995
evidence34!,weak,0.000129
(N]vS99<],medium,0.1000000001
themselves306!,weak,0.001525
"HFiUC,XGT*/",strong,10.0000000001
4Y-7tL;FK]P&R,strong,1000.0000000001
y&MT3;*=9vF\<#,strong,10000.0000000001
political343,weak,0.000054
^7T-aS;(8ZO@L1}la*,strong,100000000.0000000001
quite952#,weak,0.000773
g]Sgwj|b;8]c_Z|N@,strong,10000000.0000000001
ago246!,weak,0.000593
fIp{5..HJ?>0MG,strong,10000.0000000001
"04Kc"")/@W:26~>0l",strong,1000000.0000000001
mWMbN1Kx=_=%cf,strong,10000.0000000001
P:?w{YH4^giXav)?,strong,1000000.0000000001
rest411,weak,0.000006856
WK1/p1mncKKaUKgj*rm,strong,1000000000.0000000001
picture419#,weak,0.000925
&pKfhqRl:Z,medium,1.0000000001
":_Ms4E?E?P_""9O:h",strong,121200.01
player473@,weak,0.000319
",l~D7n{-]+e,Mga+yhQx",strong,10000000000.0000000001
clearly437!,weak,0.002211
record237@,weak,0.000501
garden189@,weak,0.002021
A@Z-M}~]6,medium,0.1000000001
"{E]ZnK""n;Sl1I779-Z",strong,100000000.0000000001
management703#,weak,0.000983
at604!,weak,0.0001000001
Y<.alanjHhD<H:,strong,534.01
{T+b0Oc:JW#_-C%T$,strong,10000000.0000000001
!*LhIR5[($.cdq3L?iGn,strong,10000000000.0000000001
political276,weak,0.000054
e/q+mtZg5o8ctkE:qn3.,strong,10000000000.0000000001
fire835@,weak,0.000767
[XZ*O$T.a,medium,0.1000000001
Bd+53sZ>cK6,strong,10.0000000001
"P,[ZPhVG",weak,0.0100000001
into396@,weak,0.000101
recognize492#,weak,0.002355
Gib!0ZK>`r_TY<Ov0z,strong,100000000.0000000001
0(e/w7rfkdV+@pZaHzO,strong,1000000000.0000000001
^qvlZm?'u,medium,0.1000000001
"(,aVDRiM(!",medium,1.0000000001
defense392@,weak,0.001743
"v`5\~1|,r|-I9J",strong,10000.0000000001
"S>Y""+0+}Vlm=dW]!*F1|",strong,10000000000.0000000001
as322#,weak,0.0001000001
how542!,weak,0.000101
3Lou$.@wzjsS|iZp<,strong,10000000.0000000001
born7@,weak,0.0000026
site33!,weak,0.0000614
rule51,weak,0.0000042868
human658!,weak,0.000787
LmpgEr6dFZ,medium,1.0000000001
"""H6&{`Qn,kh~iR*",strong,100000.0000000001
lay485#,weak,0.0010000001
#}#<'fY-a}p6GZ,strong,10000.0000000001
often64@,weak,0.000044
"hLI{xu^,S",medium,0.1000000001
short544,weak,0.0000571
hand819!,weak,0.000659
unit337!,weak,0.001209
couple505#,weak,0.000633
".as,\""J=",weak,0.0100000001
man374!,weak,0.000177
d;p=Z%Qd_=L[R<v,strong,100000.0000000001
education103@,weak,0.000435
Ab;'.bNp~;K,strong,10.0000000001
child923,weak,0.0000728
at189#,weak,0.0001000001
drug527!,weak,0.0003438
"dx{9xQ@kd,eOqOrc5KU",strong,1000000000.0000000001
"""nEy>_ZmWebh@`C",strong,100000.0000000001
"@1,vaIq0u(8G",strong,100.0000000001
sometimes916!,weak,0.000739
S_J?*oZq!e:%`&iW,strong,1000000.0000000001
tend596!,weak,0.0017606
CT?`C@a31x6^&nn9M6_,strong,1000000000.0000000001
",L?LTEH@_w2Rj",strong,1000.0000000001
_u.E:F~27IpL,strong,100.0000000001
Q6YctM<q{5YR:%UFyEz,strong,1000000000.0000000001
environmental806,weak,0.000241
fly371,weak,0.0001000001
-/SarCVB)Y>|dxtLw7}Y,strong,10000000000.0000000001
"E2yXVK""mwe4{U",strong,1000.0000000001
tree423!,weak,0.001785
"&0qKKWr""9_>",strong,10.0000000001
WUW|{#?j,weak,0.0100000001
RJuPYVv|0!.D+,strong,1000.0000000001
a75#,weak,0.0000010001
:~p2o.7zg&dv~y#,strong,100000.0000000001
9;X9@p{!u5,medium,1.0000000001
kfUouP9O_iVB~,strong,1000.0000000001
'K2aGu-'H@W,strong,10.0000000001
>N;!__N`,weak,0.0100000001
cyo4`>*|p7,medium,1.0000000001
a9)enTE[V8h;6iM,strong,100000.0000000001
"R""Hb2HNMB$cuqsT",strong,100000.0000000001
":mpclO0X4pc%L7*r[""]",strong,1000000000.0000000001
YzR'/41K+5-+U]w1+'#,strong,312000000.000001
-MfxZl<(g$QFTcY#*5_$,strong,10000000000.0000000001
sport922!,weak,0.002271
b!WRDe5qohn,strong,10.0000000001
"yayrK-!eOC3""}x!9",strong,1000000.0000000001
wall117@,weak,0.000979
test47@,weak,0.0000196
participant68#,weak,0.0009754
"cG,Spn8aJzcOgx{8.s",strong,100000000.0000000001
front208#,weak,0.000815
n+2qE>AmVvvUFnv,strong,100000.0000000001
y&qric1pacE)9!+PZ,strong,7128000.01
employee166#,weak,0.004227
tDO5n?`[{XW5?K,strong,10000.0000000001
heart842#,weak,0.000537
reality492,weak,0.0002242
surface821@,weak,0.001591
x+jOMk^Kk^:#0.ctD%t,strong,1000000000.0000000001
who877!,weak,0.000101
"AE],^Z)Gj""jd""M",strong,10000.0000000001
those157!,weak,0.000283
`ujjI|)7Mfxfd,strong,1000.0000000001
speak82!,weak,0.0000888
bill470!,weak,0.000309
ZCw`C@aT,weak,0.0100000001
Ly<Z\KTCBAL4CIp,strong,93600.01
$3HU~yx0*$Dg?8/Od|,strong,100000000.0000000001
bank707@,weak,0.0002796416
"te""fYcEom`9zoiL*rf",strong,100000000.0000000001
just565@,weak,0.000101
tVfw_UOQ5P!S1,strong,1000.0000000001
fEQp>l{E,weak,0.0100000001
WTE)svz#eq,medium,1.0000000001
way330!,weak,0.000141
score720#,weak,0.001597
[3l@FpO}]W$0{|Na9,strong,10000000.0000000001
zx];8GA.Mu}6n,strong,1000.0000000001
here568!,weak,0.000101
painting446!,weak,0.002491
weight715#,weak,0.002787
away874!,weak,0.000241
strong263@,weak,0.001141
look497!,weak,0.000107
"3+{n"".7HK12qX{:'",strong,1000000.0000000001
X\^WwakranHav(yl3$1},strong,10000000000.0000000001
"#/p7fuK*?yp""ESG",strong,100000.0000000001
guess891@,weak,0.000303
&?Ej$0w$Y..p\=np',strong,10000000.0000000001
'?Sq28Al6f,medium,1.0000000001
traditional804@,weak,0.001173
eat341,weak,0.000079
vqV`?AN%)>'<;z$]/=<,strong,1000000000.0000000001
speech831#,weak,0.002041
commercial225,weak,0.0001238
c7Z(BP4H8(e2D2f+1,strong,10000000.0000000001
only387#,weak,0.000101
low651,weak,0.00008417642666666666598302981584
for874,weak,0.00001022133333333333325754210819
exactly883@,weak,0.000435
film610!,weak,0.000157
audience334@,weak,0.002575
"zV""#d`%d+E",medium,1.0000000001
medical878@,weak,0.001057
!=%)Pu1%WdlCFg,strong,10000.0000000001
institution66,weak,0.00001567
inside155@,weak,0.000759
within931!,weak,0.000357
wide769#,weak,0.001253
American795,weak,0.0000314
Dmo49}O&-eXlav,strong,10000.0000000001
"lq{lxst""sgk;i?=",strong,100000.0000000001
phf<QK9{}_l*wp,strong,10000.0000000001
form716,weak,0.000048
player964!,weak,0.000319
must754!,weak,0.000373
position241,weak,0.00006444277333333333281188970432
vote848!,weak,0.001853
c-&L{YV8-],medium,1.0000000001
foot216#,weak,0.001775
others698#,weak,0.000725
tend503!,weak,0.0017606
deal717,weak,0.0000459
"$Mq?"":ga8CY",strong,10.0000000001
"9n#{D3dF&,1mn",strong,1000.0000000001
D}D5U;[#8pY)2,strong,1000.0000000001
"X_&Vj/a<!k!,",strong,100.0000000001
dx{JTi0_)*&:],strong,1000.0000000001
cold800,weak,0.0000998
interview643!,weak,0.002579
"'92x.m'^YF,",strong,10.0000000001
treatment258@,weak,0.001931
gun669,weak,0.0001000001
%~C3=H4G_+?XS,strong,1000.0000000001
"S0,0z+2}HlJ",strong,10.0000000001
"dFx_'gCsQKX<l,",strong,10000.0000000001
wife836@,weak,0.000519
experience529!,weak,0.0008558
KpA=Z[I];qVqKO_,strong,100000.0000000001
walk884@,weak,0.000669
value936!,weak,0.001703
red938!,weak,0.000699
"""ArrGm>S)HhslIs56",strong,10000000.0000000001
\3>KPk3P6JSg,strong,100.0000000001
arm136!,weak,0.0010000001
"/0t_TZM=}}""0",strong,100.0000000001
many127!,weak,0.000137
billion735#,weak,0.002699
^!#IEwt^g+f<A1\yUx%,strong,1000000000.0000000001
statement336!,weak,0.002417
"!""VT@*TGaOBZ'a-lEM(",strong,1000000000.0000000001
-]qHzm27,weak,0.0100000001
k;z*}Z=?wPn]D2DFkN,strong,100000000.0000000001
thus372#,weak,0.000897
or10!,weak,0.0000100001
responsibility734#,weak,0.002077
*e=|adb~,weak,0.0100000001
"wr\WK""h|Pc0|*O",strong,10000.0000000001
?|x^)ELpb},medium,1.0000000001
always760@,weak,0.000273
"2uQ5@S5YO4N=]FTn,H",strong,100000000.0000000001
record372#,weak,0.000501
"Ug*a6'K'7d'BpS#h3"":",strong,1000000000.0000000001
rule594,weak,0.00003088
"eU2%+,Bce]0g+l2",strong,100000.0000000001
base25@,weak,0.0001014
term618!,weak,0.000729
~`puUMlykTnqm,strong,1000.0000000001
degree705#,weak,0.001039
3wX=dd`?kgL&zr(7,strong,1000000.0000000001
kid375,weak,0.0000624
money857#,weak,0.000285
significant447,weak,0.0001244
"1`bNWJO"".[]b",strong,100.0000000001
rise499@,weak,0.002603
fact650!,weak,0.000601
"gvF3jj5K""""3",strong,10.0000000001
{t<GD9ji0AFz,strong,100.0000000001
rich987,weak,0.00000637
wish714!,weak,0.000563
city445@,weak,0.000109
home57,weak,0.0000039
$077ve~9[,medium,0.1000000001
-CA3/5W$b,medium,0.1000000001
situation674@,weak,0.001041
eight522@,weak,0.000943
town440#,weak,0.000267
course551@,weak,0.000345
d7N?32Nk|o;g,strong,100.0000000001
w*v`uHMd\dUm4G,strong,10000.0000000001
evening638#,weak,0.001119
"_HWoD$]k3""",medium,1.0000000001
politics984@,weak,0.002001
-;Y}dhSX6,medium,0.1000000001
"Xsrf\WQJTVN`dO0k,)",strong,100000000.0000000001
"},UZ_7f'Q70)",strong,46.81
down975@,weak,0.000175
statement311@,weak,0.0004030224
find921#,weak,0.000217
cultural984!,weak,0.001409
low644#,weak,0.000903
hWFnr0ILpz$4,strong,100.0000000001
other767,weak,0.000011
rise948#,weak,0.002603
"6-<V4Uc/j""}FayCpA",strong,10000000.0000000001
understand488!,weak,0.000323
cultural513#,weak,0.001409
uAN{1tIv\\j~,strong,100.0000000001
he364!,weak,0.0001000001
Q<)|C=7:@T*x-x,strong,10000.0000000001
l3k=;M05^k7,strong,10.0000000001
alone42,weak,0.00000552
"SK(z&;xV;~7TM`4nr,?v",strong,10000000000.0000000001
door51,weak,0.0000067904
>SJIVS\GE06X:Hk.:pI^,strong,10000000000.0000000001
real22#,weak,0.0000396
create497@,weak,0.001487
owQb2sWk/J,medium,1.0000000001
$mgWW``Z{:d7Oi!*,strong,1000000.0000000001
race872!,weak,0.000751
ST#~;qC}=,medium,0.1000000001
those151,weak,0.00002700415999999999978626874508
(:'cA<dF(WnCXH,strong,10000.0000000001
live852#,weak,0.000501
"-{^9ty%oT\&""@qN6#Z",strong,100000000.0000000001
"f1V):H_@M5YLZ6.`]z"")",strong,10000000000.0000000001
syt(!j6#m;RR%F,strong,10000.0000000001
9ICa>6Rm,weak,0.0100000001
MEi`Ku2|1/Mt,strong,100.0000000001
eYry42}vU2X([EGu?>p*,strong,10000000000.0000000001
[2v3<F[7Qwk[',strong,1000.0000000001
woman635!,weak,0.000379
rate825#,weak,0.001497
until748!,weak,0.000205
'\`-es:4tyU$#So,strong,100000.0000000001
federal761@,weak,0.000927
reveal99!,weak,0.0004892
parent128#,weak,0.003133
]|nNS5>ENuBp7<SAcc,strong,100000000.0000000001
station675!,weak,0.000261
employee661#,weak,0.004227
b:'iqA=I8Qb,strong,10.0000000001
decade777@,weak,0.003295
"0y/zk/e,d(_",strong,10.0000000001
"JQAb&3m""08_z'^#n*",strong,10000000.0000000001
'%wK_$\@cx?,strong,10.0000000001
husband772,weak,0.0000714
1R81k6w~,weak,0.0100000001
college280#,weak,0.000275
fast624!,weak,0.000991
")gu~=tQQF""oLxejd'",strong,10000000.0000000001
not663#,weak,0.000101
BdOk?b<WQ$k[UKU1,strong,1000000.0000000001
likely27@,weak,0.0001984
~#l[u67AJzZtoUm,strong,100000.0000000001
set68@,weak,0.000041
everyone450,weak,0.0000632
^lUth/FY>]F,strong,10.0000000001
=:uU;`wLxWCbs`,strong,10000.0000000001
something747!,weak,0.000133
guess210@,weak,0.000303
'Liau`ob)X:iw8Pzn<$,strong,1000000000.0000000001
"~)\@Z'_LM=DBa;#0i""/[",strong,10000000000.0000000001
086hg]`o*n,medium,1.0000000001
"|G7q2j.'r[,h[vl6Y3",strong,100000000.0000000001
somebody676!,weak,0.000535
cR`h.Vu94#fH0X]V\j,strong,100000000.0000000001
V:q)>IU(HL8C{!8m*H_9,strong,10000000000.0000000001
"S83\'Nv2[-)&Hc1rYr,J",strong,10000000000.0000000001
6iWKIUkA?}(Ce,strong,1000.0000000001
admit143@,weak,0.001091
"Q%68+%4]C,0';k0w(gT",strong,1000000000.0000000001
"""e4a(\62z%}<]|^I",strong,1000000.0000000001
W^lR/5iY^ecwwK0Q-r8,strong,1000000000.0000000001
professional287#,weak,0.000625
Tr-:0IL._h^,strong,10.0000000001
'+Cw%q'629fXt6v^LV,strong,100000000.0000000001
t0M;&2lvAd?(`r:!nL?i,strong,10000000000.0000000001
history50#,weak,0.0000202
oLFE]n55p(cspeu/vi,strong,100000000.0000000001
"a:""XrBO|b>",medium,1.0000000001
"""W,CF0]4kc",medium,1.0000000001
FDx<-MQ=}a,medium,1.0000000001
know279!,weak,0.000101
"/wT*aNvlCX,>=,9",strong,100000.0000000001
"niggXz,z07M+<",strong,1000.0000000001
design853,weak,0.0000609386666666666661740237032
"PEPvD[?t""y""V-c&m,FE",strong,1000000000.0000000001
none65!,weak,0.0001006
7#j\yLRY9,medium,0.1000000001
bar666@,weak,0.0010000001
n%NO5GpV'lX=Lc97?^j,strong,1000000000.0000000001
know744@,weak,0.000101
ODaq-BJ1_,medium,0.1000000001
vn;Lm4`1K?,medium,1.0000000001
green235#,weak,0.000101
"?Zw0FK^i,hH",strong,10.0000000001
=_oCg*DgF,medium,0.1000000001
skill227!,weak,0.003317
concern264!,weak,0.002135
"g#qB8S'A%CSd(3(""jX_h",strong,10000000000.0000000001
ez14Hd#<\!,medium,1.0000000001
reason819,weak,0.0000558
fight475#,weak,0.000767
Q5q=JKY?vB[},strong,100.0000000001
Republican125!,weak,0.003849
"op84=A78W,",medium,1.0000000001
not245!,weak,0.000101
".(H2UAW|;"",",strong,10.0000000001
"""to6g/G6]VTm(-<wh^iP",strong,10000000000.0000000001
"Xt3TBp;#-5,c/",strong,1000.0000000001
[@i*oA.Kr&[;66m},strong,1000000.0000000001
compare677,weak,0.0004478
-V#bhXppuw`7%KB,strong,100000.0000000001
office460@,weak,0.000567
couple841@,weak,0.000633
N\C$h?z&xyPjvY/gs5!},strong,10000000000.0000000001
ZWvEq#4^,weak,0.0100000001
eat389@,weak,0.000781
child284#,weak,0.000719
}%jvkEh[=b*tE+:?,strong,1000000.0000000001
nature226@,weak,0.001473
wear987,weak,0.00000696
again237#,weak,0.000221
v:gVA0L@_Co2ah,strong,10000.0000000001
money895!,weak,0.000285
fill212!,weak,0.001561
"RJ9RV]W0+1EH,.61jY-""",strong,10000000000.0000000001
deep976@,weak,0.001421
"VoY`Y$n)&1'RI)Hfu+,_",strong,10000000000.0000000001
ask863#,weak,0.000371
investment341,weak,0.0003142
Pg?ti8O]P,medium,0.1000000001
"s,l.ec/Y",weak,0.0100000001
blue41,weak,0.0000062
top241#,weak,0.000445
Mft1Q*.Hu8vG2?,strong,10000.0000000001
$FVPUNV69Oo|/mQ-RU,strong,100000000.0000000001
per287@,weak,0.000601
"?eneN$.aDS""L}pB`rRS",strong,1000000000.0000000001
throughout631#,weak,0.000799
ask526,weak,0.00003511893333333333305290580028
cost101!,weak,0.001537
Pf)xFS5dlp'aEl:,strong,100000.0000000001
include929,weak,0.000039
never205!,weak,0.000151
factor629@,weak,0.003243
"b,G@)?Yl9UF",strong,10.0000000001
teach130!,weak,0.001799
"""W3<hk_{Sc:LU!",strong,10000.0000000001
feel107,weak,0.0000254
[=9.o$tsHpP[,strong,100.0000000001
EdWvb}_c<m,medium,1.0000000001
VQ1$A^]X#a))`CU5:uWi,strong,10000000000.0000000001
south634@,weak,0.000163
dEE.G(7*=6Q],strong,100.0000000001
":mk]/,C@",weak,0.0100000001
scientist730#,weak,0.005545
minute923@,weak,0.000419
product171@,weak,0.001935
chance357!,weak,0.000523
nl$(>d)On-gQ,strong,100.0000000001
1*yu>)RVxo~;ylB5b,strong,10000000.0000000001
[NT0^JB)e_P{[e,strong,10000.0000000001
cell709#,weak,0.001469
.DtG:T}Cr8,medium,1.0000000001
rise303@,weak,0.002603
"Z)/D1@l""m(",medium,1.0000000001
?(FL}H$Y@GWAX,strong,1000.0000000001
until666#,weak,0.000205
born372,weak,0.000017
outside886@,weak,0.000889
">%J8""?aJRzG""mGMaX",strong,10000000.0000000001
8c%FVMn`*x>2,strong,100.0000000001
6?lAIi$i^#ce`gU,strong,100000.0000000001
market262@,weak,0.000991
to17#,weak,0.0000100001
"-dp^&i[r""D_4>?""'",strong,1000000.0000000001
"!Z6Gjmc0F`Yr7GdA#,",strong,100000000.0000000001
ObAh=?_\RK,medium,1.0000000001
"7aY"".T<SB~;HD}/",strong,100000.0000000001
"lH6>1"",O<r",medium,1.0000000001
f&R=U>_z?,medium,0.1000000001
music485,weak,0.000021286933333333333166592638
khKV;i;s,weak,0.0100000001
RxLqa|$X%Um4_,strong,1000.0000000001
va0y-<^Aurb=,strong,100.0000000001
OJwHibOff*W~:yL:D^c%,strong,10000000000.0000000001
"Ys(a?Hy)[K""Y_}/T)cj",strong,1000000000.0000000001
9}ny@/m{]1nv}ZuFE,strong,10000000.0000000001
ycc7cN_2t,medium,0.1000000001
d}-QVp$}9V,medium,1.0000000001
six774,weak,0.00005
consider961#,weak,0.001629
drug551,weak,0.00003528
property571@,weak,0.001273
such300!,weak,0.000123
QH2U_k/iAq`%+?V,strong,100000.0000000001
E_[R69cHKEnk-tPnyn3,strong,1000000000.0000000001
although898@,weak,0.000369
lay224@,weak,0.0010000001
special713#,weak,0.000709
my846!,weak,0.0001000001
yD3|}(+f+DXN;,strong,1000.0000000001
@e(1OQ#=3>F^,strong,100.0000000001
prepare47!,weak,0.000296
