username,role,password,strength_label,crack_time_seconds
user5920,user,#ajk}MN*K,medium,0.1000000001
user5921,user,5/\+g]c;]bU_#gvS&N/,strong,1000000000.0000000001
user5922,user,"^d$@[VY""9/m3E/L!",strong,1000000.0000000001
user5923,user,no809!,weak,0.0001000001
user5924,user,#g$OiRQI6_1vU+m`;Z,strong,100000000.0000000001
user5925,user,cup738!,weak,0.000535
user5926,user,"`b<TDVB.$z;,0*x",strong,100000.0000000001
user5927,user,stock950,weak,0.0002566
user5928,user,*-ykw41}rV,medium,1.0000000001
user5929,user,6:Zeb@IO;,medium,0.1000000001
user5930,user,show14,weak,0.00000438
user5931,user,or372!,weak,0.0001000001
user5932,user,ZnDKXD~mv~jv+,strong,1000.0000000001
user5933,user,"'GN0g)\E,;{ca",strong,1000.0000000001
user5934,user,law996#,weak,0.000413
user5935,user,money533,weak,0.0000065664
user5936,user,bL?Sr*Z;,weak,0.0100000001
user5937,user,f@Il(3$|Z\G^,strong,100.0000000001
user5938,user,|XFLHWyl[uCB_$,strong,10000.0000000001
user5939,user,"~7JFf/S<},W'",strong,100.0000000001
user5940,user,",A/[K=&t#pW(S](K4#",strong,100000000.0000000001
user5941,user,!z;:(cRG.~zZJCW<z,strong,10000000.0000000001
user5942,user,",c*QrSF.""m}O>%TJ1a",strong,100000000.0000000001
user5943,user,"_Hf<2],E0JX)-",strong,1000.0000000001
user5944,user,partner327@,weak,0.001861
user5945,user,"KFks,<Y_)",medium,0.1000000001
user5946,user,foot623#,weak,0.001775
user5947,user,five784,weak,0.00003438122666666666639230243164
user5948,user,into187@,weak,0.000101
user5949,user,"^SWw,!*S",weak,0.0100000001
user5950,user,foreign649!,weak,0.001193
user5951,user,green980,weak,0.000011
user5952,user,each61#,weak,0.0000258
user5953,user,school548#,weak,0.000101
user5954,user,environmental261!,weak,0.002401
user5955,user,drive944#,weak,0.000999
user5956,user,.f+_Oe8l2]a_+nx7Czr,strong,1000000000.0000000001
user5957,user,%W|M!2Q39~>v8[>q}l,strong,100000000.0000000001
user5958,user,least975@,weak,0.000577
user5959,user,suffer302#,weak,0.002905
user5960,user,"k6""r/={)'C6^e7",strong,10000.0000000001
user5961,user,decision889@,weak,0.001265
user5962,user,~tklU<}v(4DM,strong,100.0000000001
user5963,user,take936@,weak,0.000139
user5964,user,"o,uzvP{L@u-#V",strong,1000.0000000001
user5965,user,b3sschz0R],medium,0.412801
user5966,user,XYF<;fZhj/h<*_s#,strong,1000000.0000000001
user5967,user,measure948,weak,0.0003612
user5968,user,l|889%=w+;!kr/B,strong,100000.0000000001
user5969,user,address845@,weak,0.002061
user5970,user,candidate795,weak,0.0002114
user5971,user,bank851!,weak,0.000999
user5972,user,s|!KA:3|oOj/j?,strong,10000.0000000001
user5973,user,yourself457!,weak,0.000367
user5974,user,rich684!,weak,0.001075
user5975,user,"l;[`p(M3^n`)""#",strong,10000.0000000001
user5976,user,"CW*,{t$zl!",medium,1.0000000001
user5977,user,}Rc&1z@*-v,medium,1.0000000001
user5978,user,{@e=d)SFT{#m,strong,100.0000000001
user5979,user,step515,weak,0.00003292
user5980,user,0:^W`tMG[_HV'6bk,strong,1000000.0000000001
user5981,user,choice689,weak,0.00008878709333333333261180086992
user5982,user,movement49#,weak,0.0001004
user5983,user,leader239!,weak,0.001171
user5984,user,AU1$bg7\B7*6Zw0n-%,strong,100000000.0000000001
user5985,user,NbKB[Mu.mT{X2+Td0,strong,10000000.0000000001
user5986,user,"|&<5P50W,&~>~",strong,1000.0000000001
user5987,user,throw800,weak,0.0000994
user5988,user,0BA46!y}+:2(cr->*,strong,10000000.0000000001
user5989,user,L!S_-kWmPO8D\,strong,1000.0000000001
user5990,user,"o=!%yjKUCIS/|X.x""&yb",strong,10000000000.0000000001
user5991,user,"]C[^x3)S]~i4e,W*,",strong,10000000.0000000001
user5992,user,(*SIjndDRS>$aO+A,strong,1000000.0000000001
user5993,user,adult990,weak,0.0002732
user5994,user,"sJV*7$>J,kesU",strong,1000.0000000001
user5995,user,off146@,weak,0.000195
user5996,user,g%H/z'VI/GiiF>^+:q,strong,100000000.0000000001
user5997,user,another658!,weak,0.000353
user5998,user,"K:UT-9m=""_w",strong,10.0000000001
user5999,user,page922@,weak,0.000579
user6000,user,"qLxo7Ii""iyr",strong,10.0000000001
user6001,user,tHCD_a&ZK5I]Q,strong,1000.0000000001
user6002,user,wife564,weak,0.0000528
user6003,user,&iX0DQmRI;/p),strong,1000.0000000001
user6004,user,"[Mv,1N1v^3P>I^$i",strong,1000000.0000000001
user6005,user,begin403!,weak,0.001725
user6006,user,'Xp0IDPP[q,medium,1.0000000001
user6007,user,"o}Z'$,{]>H/=7we$#w9:",strong,10000000000.0000000001
user6008,user,\EU0yEI$@M9I&,strong,1000.0000000001
user6009,user,>1ZZcF2DT'NvCw<t,strong,1000000.0000000001
user6010,user,"Io/F22\i""",medium,0.1000000001
user6011,user,7o-H5gDpPc`,strong,10.0000000001
user6012,user,with246,weak,0.0000015
user6013,user,interview901@,weak,0.002579
user6014,user,ynudo6OnB;3N70N,strong,100000.0000000001
user6015,user,"u/\t(,zj=kFE:yQ>",strong,1000000.0000000001
user6016,user,".Q2khNHZ)E++,\3Q",strong,1000000.0000000001
user6017,user,(B8;h%Am_91qt:a[$F}L,strong,10000000000.0000000001
user6018,user,event936#,weak,0.000767
user6019,user,EoJgo~VlUxV~~+bWi4-c,strong,6120000000.000001
user6020,user,@sHPT=Xy$qV$,strong,100.0000000001
user6021,user,y!`-9Q1O\,medium,0.1000000001
user6022,user,S8UoHe{-RGlK~,strong,1000.0000000001
user6023,user,natural764,weak,0.0001114
user6024,user,international183!,weak,0.000265
user6025,user,hand576@,weak,0.000151
user6026,user,cultural439,weak,0.0001418
user6027,user,$]$:wY&OF0\$aIg*,strong,1000000.0000000001
user6028,user,|;H&/VXnLoPjh?zLm+K,strong,1000000000.0000000001
user6029,user,moment611@,weak,0.000725
user6030,user,way852@,weak,0.000141
user6031,user,yIVq?Vjl5&k,strong,10.0000000001
user6032,user,quickly63!,weak,0.0001866
user6033,user,daughter90#,weak,0.0000652
user6034,user,JSM!P~j4TH#KB.DW#Ic,strong,1000000000.0000000001
user6035,user,$)Etp{+`PlaU<wwBm,strong,10000000.0000000001
user6036,user,work443,weak,0.0000224
user6037,user,GVs-O}x+PP|3AA)T,strong,1000000.0000000001
user6038,user,herself743@,weak,0.001273
user6039,user,air557@,weak,0.000415
user6040,user,nearly925#,weak,0.001595
user6041,user,really401@,weak,0.000105
user6042,user,Oh#eyN@_znIJ,strong,100.0000000001
user6043,user,"eD|W,?D&bH",medium,1.0000000001
user6044,user,newspaper697,weak,0.000179
user6045,user,several890!,weak,0.000229
user6046,user,design666#,weak,0.000651
user6047,user,"(8O:?weK]zr,",strong,100.0000000001
user6048,user,many739!,weak,0.000137
user6049,user,HD.lxaD$W,medium,0.1000000001
user6050,user,bLx]J_.*YNPSeS~[,strong,1000000.0000000001
user6051,user,V!a+(#4fs]e-mPG],strong,1000000.0000000001
user6052,user,network358!,weak,0.000851
user6053,user,table544!,weak,0.0008442
user6054,user,suggest907@,weak,0.002157
user6055,user,may767@,weak,0.000101
user6056,user,health934!,weak,0.000811
user6057,user,^sc8eZ|2H.s#,strong,100.0000000001
user6058,user,safe230,weak,0.00007550837333333333272094023414
user6059,user,citizen813@,weak,0.004945
user6060,user,7(U*ca`MAxi,strong,10.0000000001
user6061,user,":7Mo(Jk,cIY",strong,10.0000000001
user6062,user,}.`73gutDMzay)G,strong,100000.0000000001
user6063,user,stage113#,weak,0.000887
user6064,user,0@XzpMtn,weak,0.0100000001
user6065,user,p-92vQ/SDd0tn<h4m&-&,strong,10000000000.0000000001
user6066,user,6y'uz4HR.>,medium,1.0000000001
user6067,user,!j3Fi[Bgq&,medium,1.0000000001
user6068,user,"0P-+Sf9(,Tva*}",strong,10000.0000000001
user6069,user,debate70,weak,0.00001988
user6070,user,true523,weak,0.00004784437333333333294831390958
user6071,user,surface996#,weak,0.001591
user6072,user,"[A`b&IiNRaNT1""HWH",strong,10000000.0000000001
user6073,user,ZM?KMgch,weak,0.0100000001
user6074,user,\/1^9#@bSBl-~LP<,strong,1000000.0000000001
user6075,user,"H)d9=0/""h1p$ngx44D[",strong,1000000000.0000000001
user6076,user,"K7ATKF+9]$,0ojyg>",strong,10000000.0000000001
user6077,user,AOR!S@XNFVU;@b,strong,10000.0000000001
user6078,user,director466!,weak,0.000583
user6079,user,support106@,weak,0.000523
user6080,user,QVxaY!L[_7OK,strong,100.0000000001
user6081,user,whom656@,weak,0.001001
user6082,user,$Fwq0;R0Ic,medium,1.0000000001
user6083,user,A+n#3A`r^k5Y}h`$,strong,1000000.0000000001
user6084,user,senior581#,weak,0.001117
user6085,user,]v'st`[RdPL!,strong,100.0000000001
user6086,user,4jM'$VP;0/,medium,1.0000000001
user6087,user,m4]j{F.i\,medium,0.1000000001
user6088,user,analysis67,weak,0.00001141
user6089,user,"&VgB8dSC,",medium,0.1000000001
user6090,user,some899#,weak,0.000111
user6091,user,|sG|ID=n8w(e,strong,100.0000000001
user6092,user,surface814!,weak,0.001591
user6093,user,audience684!,weak,0.002575
user6094,user,general640,weak,0.0000282
user6095,user,"N]%M).V,{NHl9$bYWSMu",strong,10000000000.0000000001
user6096,user,operation256,weak,0.0001087051733333333324480918236
user6097,user,_6c%orR4aPxK4t,strong,10000.0000000001
user6098,user,7n4!vflQsNVT\_,strong,10000.0000000001
user6099,user,feeling829!,weak,0.000641
user6100,user,IPuj<G/v8rDVPQr/,strong,1000000.0000000001
user6101,user,drug859!,weak,0.001659
user6102,user,M0J31::}Kfx^^li:n,strong,10000000.0000000001
user6103,user,let965!,weak,0.000169
user6104,user,qej@5VjlP=<f]yb0,strong,1000000.0000000001
user6105,user,of543!,weak,0.0001000001
user6106,user,firm636#,weak,0.002077
user6107,user,join932@,weak,0.001433
user6108,user,EZo[y3j15qa8J,strong,1000.0000000001
user6109,user,join285@,weak,0.001433
user6110,user,uDg>G&=wF4qhw2`pAS2,strong,1000000000.0000000001
user6111,user,"nUOy""}@QdIsnG$^Ax&7D",strong,3300000000.01
user6112,user,"|k>1@fkv6@""",strong,10.0000000001
user6113,user,Mr33#,weak,0.0000100001
user6114,user,true27,weak,0.00000608
user6115,user,might172,weak,0.0000356
user6116,user,?w}$9Qfv6sn(`,strong,1000.0000000001
user6117,user,but561!,weak,0.000101
user6118,user,"5ck\;_%V!Eq}""%EF_",strong,10000000.0000000001
user6119,user,"KX""22aG+f8",medium,1.0000000001
user6120,user,stand684!,weak,0.000693
user6121,user,"|'ZnVa$_x@vW,",strong,1000.0000000001
user6122,user,"<,Q,t&qoHh5dA",strong,1000.0000000001
user6123,user,d2h[#XU);a6f\2F!4,strong,10000000.0000000001
user6124,user,technology166!,weak,0.000997
user6125,user,because488!,weak,0.000135
user6126,user,off288!,weak,0.000195
user6127,user,}:s~9`{iSxHc'-[N+xz,strong,1000000000.0000000001
user6128,user,agreement104!,weak,0.001973
user6129,user,writer484@,weak,0.001373
user6130,user,i#R00g:e~SvPo'2\,strong,1000000.0000000001
user6131,user,R(Dc/>r4`@,medium,1.0000000001
user6132,user,"OLJHic[M,L@/""z2,",strong,1000000.0000000001
user6133,user,"c7d__#,YSk7WB_FM/:q",strong,1000000000.0000000001
user6134,user,me411,weak,0.00000196
user6135,user,>K#$J)}BVF`JEj,strong,10000.0000000001
user6136,user,prepare265,weak,0.0002730293333333333310974921914
user6137,user,"HV,4#{=r|J*f:LFBHj",strong,100000000.0000000001
user6138,user,environment163@,weak,0.002069
user6139,user,attorney208@,weak,0.001639
user6140,user,hn4U^PL?v`!VX]k'%by,strong,1000000000.0000000001
user6141,user,federal260@,weak,0.000927
user6142,user,work459!,weak,0.000215
user6143,user,6x=v@pS(,weak,0.0100000001
user6144,user,exist267,weak,0.0002976
user6145,user,M7V{4$^I!lP,strong,10.0000000001
user6146,user,]V7[)?1!,weak,0.0100000001
user6147,user,season768@,weak,0.000147
user6148,user,$HuG'xX'b11tJ56u3,strong,10000000.0000000001
user6149,user,maintain658@,weak,0.003475
user6150,user,"3$RtD'xeN0t8,J>",strong,38400.01
user6151,user,floor529#,weak,0.001359
user6152,user,tree466!,weak,0.001785
user6153,user,2$X?fO2B|#3rZlYCo,strong,10000000.0000000001
user6154,user,GhT=J4!HGE3D7v8o0!+,strong,1000000000.0000000001
user6155,user,".Bejc#,,42zf",strong,100.0000000001
user6156,user,>%[iCp1`s!ubk|R^qNg,strong,1000000000.0000000001
user6157,user,others416,weak,0.0000734
user6158,user,P1=}2AHY;41J7kC,strong,100000.0000000001
user6159,user,play34@,weak,0.0000468
user6160,user,#6p^jXMMrw<!UV,strong,10000.0000000001
user6161,user,FgEo{@A#a&m8[8=),strong,1000000.0000000001
user6162,user,same521#,weak,0.000255
user6163,user,ask774#,weak,0.000371
user6164,user,yet219#,weak,0.000479
user6165,user,ZwtX{#J6c1b2]%a,strong,100000.0000000001
user6166,user,although113,weak,0.0000378
user6167,user,<vAt|MSj>Fm'ey0}_7*,strong,1000000000.0000000001
user6168,user,"~<w,/%5T;$Ksz8P",strong,100000.0000000001
user6169,user,wind245#,weak,0.001971
user6170,user,FaSf639N6,medium,0.1000000001
user6171,user,none808!,weak,0.000997
user6172,user,"O9$g(Z*&w,Uzkkqz!v",strong,100000000.0000000001
user6173,user,their682#,weak,0.000101
user6174,user,fjRH*?PX,weak,0.0100000001
user6175,user,"+=T{#""7=5l",medium,1.0000000001
user6176,user,(MT39-MEa#1pWy1X?,strong,10000000.0000000001
user6177,user,PM10!,weak,0.0000100001
user6178,user,p_OZ>s3.8q,medium,1.0000000001
user6179,user,along502#,weak,0.000359
user6180,user,have783!,weak,0.000101
user6181,user,skill952#,weak,0.006625
user6182,user,xC3=(2dn:.=y(V,strong,10000.0000000001
user6183,user,save170@,weak,0.000787
user6184,user,employee272!,weak,0.004227
user6185,user,least839!,weak,0.000577
user6186,user,else948#,weak,0.000337
user6187,user,point140@,weak,0.000533
user6188,user,across119,weak,0.000085
user6189,user,do8nNfyn90'8(kj3t,strong,10000000.0000000001
user6190,user,s*-s7%h{Y1;Y[,strong,1000.0000000001
user6191,user,interest252!,weak,0.001153
user6192,user,4mb?w-S_sx^xJ,strong,1000.0000000001
user6193,user,QX3?Kj@4bJ2]Naj+0,strong,10000000.0000000001
user6194,user,television625@,weak,0.000517
user6195,user,strategy507#,weak,0.003729
user6196,user,certain195,weak,0.0001466
user6197,user,character864,weak,0.000006028
user6198,user,",_6]F0k}Vo)'junBZFk",strong,1000000000.0000000001
user6199,user,$YXZ6G#G(XLSC_{1]F0-,strong,10000000000.0000000001
user6200,user,_CLHI0:){,medium,0.1000000001
user6201,user,remember140#,weak,0.000311
user6202,user,them990#,weak,0.000199
user6203,user,"qu2""':5~s",medium,0.1000000001
user6204,user,guess751#,weak,0.000303
user6205,user,project943#,weak,0.000665
user6206,user,XmG?3;Z[iRWdS<,strong,10000.0000000001
user6207,user,him971,weak,0.000011
user6208,user,your465#,weak,0.000101
user6209,user,catch608#,weak,0.001069
user6210,user,heavy851,weak,0.0001514921599999999987630872056
user6211,user,movie486,weak,0.0000991149866666666658602480311
user6212,user,":2rB,m3Fs:9zE",strong,1000.0000000001
user6213,user,hope395@,weak,0.000391
user6214,user,office833@,weak,0.000567
user6215,user,V?q&#m<(7/LX,strong,100.0000000001
user6216,user,attack928@,weak,0.001069
user6217,user,last382!,weak,0.000253
user6218,user,ZJ;\FwZg4U5)*\xD{,strong,10000000.0000000001
user6219,user,BL6+V[+0^P8I,strong,100.0000000001
user6220,user,remember896!,weak,0.000311
user6221,user,to522,weak,0.0000100001
user6222,user,although490!,weak,0.000369
user6223,user,];wFu~UY_OnoBin-{,strong,10000000.0000000001
user6224,user,ltxwUK{_k0~,strong,10.0000000001
user6225,user,"83|5+w?({Ki|^7Z,1(",strong,100000000.0000000001
user6226,user,mu!h~1<q$(QDw2)&(7m,strong,1000000000.0000000001
user6227,user,design532,weak,0.00003514
user6228,user,around775@,weak,0.000261
user6229,user,-p?D'(k1O43W=Td,strong,100000.0000000001
user6230,user,east759#,weak,0.000277
user6231,user,common78#,weak,0.0000696
user6232,user,resource319#,weak,0.005295
user6233,user,Guh/.n18mvG1W{,strong,10000.0000000001
user6234,user,bring518!,weak,0.0004698
user6235,user,?IB{R4uo0rj$x;XYm%,strong,100000000.0000000001
user6236,user,g4&3S)K>O,medium,0.1000000001
user6237,user,lead241,weak,0.00007292639999999999940882844384
user6238,user,"sy^""mXcE^vV8OvOQ{`",strong,100000000.0000000001
user6239,user,cNXyE}nxdV}=8'>0u$Hk,strong,10000000000.0000000001
user6240,user,guess223@,weak,0.000303
user6241,user,qs!0vDQVMMBh,strong,100.0000000001
user6242,user,">C<o@,LpXeI",strong,10.0000000001
user6243,user,Bg$p$G\Bm*@pH[ju<,strong,10000000.0000000001
user6244,user,l*|tXe8*LV&,strong,10.0000000001
user6245,user,8v_''`='{<^A,strong,100.0000000001
user6246,user,^Fo'^D5yDp\-O)M,strong,100000.0000000001
user6247,user,sense778,weak,0.0000856
user6248,user,g;*L7<#+q6P1__,strong,10000.0000000001
user6249,user,"qC,""XS<TF3""p75]",strong,100000.0000000001
user6250,user,military258@,weak,0.000515
user6251,user,-\fx^xUM,weak,0.0100000001
user6252,user,"'#MFZY=kzs:""6:Ggm""",strong,100000000.0000000001
user6253,user,western921,weak,0.0000534
user6254,user,go364@,weak,0.0001000001
user6255,user,"1,.pUCgh.-lDU>x",strong,100000.0000000001
user6256,user,keep954!,weak,0.000255
user6257,user,4.5x^+b)(6cd1e]!E(l2,strong,10000000000.0000000001
user6258,user,skill363,weak,0.0006118211199999999949795892462
user6259,user,author765!,weak,0.001315
user6260,user,)u/=zzXH,weak,0.0100000001
user6261,user,audience800@,weak,0.002575
user6262,user,mouth102#,weak,0.001177
user6263,user,YgF[qtM_U+CE5=zMc,strong,10000000.0000000001
user6264,user,(+o=Sr$j[oJ:<e$N([7C,strong,10000000000.0000000001
user6265,user,qmd#%=MLz5>EYg5,strong,100000.0000000001
user6266,user,"h3:W8z8I&0m,[DA<D1+!",strong,10000000000.0000000001
user6267,user,concern616!,weak,0.002135
user6268,user,ago377@,weak,0.0000995088
user6269,user,interest501#,weak,0.0006562
user6270,user,standard472@,weak,0.001129
user6271,user,part173,weak,0.0000154
user6272,user,GufWOG34k.q,strong,10.0000000001
user6273,user,cxaQ9:X2c,medium,0.1000000001
user6274,user,call108@,weak,0.000229
user6275,user,life409#,weak,0.000217
user6276,user,Dw:lwAA(rfB,strong,10.0000000001
user6277,user,market416,weak,0.0001
user6278,user,ke_%`m`dsM'YBd>kGGe),strong,10000000000.0000000001
user6279,user,size564@,weak,0.000969
user6280,user,crime553,weak,0.00007968
user6281,user,information124#,weak,0.000759
user6282,user,s-3Esfo>/5J,strong,10.0000000001
user6283,user,almost152@,weak,0.000707
user6284,user,daughter742@,weak,0.000643
user6285,user,resource749@,weak,0.005295
user6286,user,mS;T`)z)iDXIZ3,strong,10000.0000000001
user6287,user,agreement895@,weak,0.001973
user6288,user,face207#,weak,0.000505
user6289,user,building873!,weak,0.000383
user6290,user,evidence239@,weak,0.001281
user6291,user,college696#,weak,0.000275
user6292,user,poor762!,weak,0.001021
user6293,user,memory264#,weak,0.001579
user6294,user,interview103!,weak,0.002579
user6295,user,']URs7PUnbD1A!?D,strong,1000000.0000000001
user6296,user,serve500!,weak,0.0004138
user6297,user,"""~N1U}JFfiy6i!k",strong,100000.0000000001
user6298,user,discover779@,weak,0.002923
user6299,user,begin251,weak,0.0001599757866666666653600259451
user6300,user,whose956!,weak,0.001123
user6301,user,tell275!,weak,0.000119
user6302,user,"Cb0bN7R3b,]^L'M",strong,100000.0000000001
user6303,user,why14!,weak,0.000011
user6304,user,exactly341!,weak,0.000435
user6305,user,through946!,weak,0.000171
user6306,user,Rsohy<8}7;ipE1,strong,10000.0000000001
user6307,user,stuff528#,weak,0.000497
user6308,user,positive851#,weak,0.002037
user6309,user,reason915@,weak,0.000549
user6310,user,probably51@,weak,0.0000448
user6311,user,blue451!,weak,0.00020212
user6312,user,politics313#,weak,0.002001
user6313,user,quality345,weak,0.00000981
user6314,user,phone359,weak,0.0000513484799999999995861799107
user6315,user,n>MB{P-:OF?_f0n=y:,strong,100000000.0000000001
user6316,user,"r!sSEO5mQdH""",strong,100.0000000001
user6317,user,q<rn4A|_p>G{yQ85%7(v,strong,10000000000.0000000001
user6318,user,table460#,weak,0.001173
user6319,user,teach294#,weak,0.001799
user6320,user,check165,weak,0.000058
user6321,user,deep726@,weak,0.001421
user6322,user,book903!,weak,0.000423
user6323,user,"=pbm)Vm,er=g",strong,100.0000000001
user6324,user,find929#,weak,0.000217
user6325,user,Mr502!,weak,0.0001000001
user6326,user,activity979@,weak,0.002005
user6327,user,.RgLalct'jD3bMXC[2|,strong,1000000000.0000000001
user6328,user,3uTLWpSV_Fse--lg,strong,1000000.0000000001
user6329,user,",0t@d%~Z`Y&^_",strong,1000.0000000001
user6330,user,a3VXj.YQL6JavdZW7WL&,strong,10000000000.0000000001
user6331,user,push173!,weak,0.001483
user6332,user,unit422@,weak,0.001209
user6333,user,world199@,weak,0.000107
user6334,user,?++/A|b5Oog_tR((E,strong,10000000.0000000001
user6335,user,represent627,weak,0.0002922
user6336,user,prevent362!,weak,0.002771
user6337,user,[~(UMOJu,weak,0.0100000001
user6338,user,dXKT^yrnHUT;,strong,100.0000000001
user6339,user,"Jv#XX-b)MH+/;3,-",strong,1000000.0000000001
user6340,user,6-%.'|3;cF'l,strong,100.0000000001
user6341,user,play622#,weak,0.000459
user6342,user,;5ZtA{;^7qH,strong,10.0000000001
user6343,user,";*G%XR:S:R<H}Vbl""&9<",strong,10000000000.0000000001
user6344,user,[=Ef(Qy7=SwDo,strong,1000.0000000001
user6345,user,33CJ\pK-qyc,strong,10.0000000001
user6346,user,us499@,weak,0.0001000001
user6347,user,day25!,weak,0.0000262
user6348,user,parent736,weak,0.0003142
user6349,user,brother195,weak,0.0000598
user6350,user,_gB}M'_P.LDoH{\anT,strong,100000000.0000000001
user6351,user,ZOPV6kmdcQD:'*Lx}s`(,strong,10000000000.0000000001
user6352,user,H=xP_jg6'k*qx$,strong,10000.0000000001
user6353,user,|i:s#lFeN]<iVTz(bWcr,strong,10000000000.0000000001
user6354,user,_;RlOa:O,weak,0.0100000001
user6355,user,still487!,weak,0.000213
user6356,user,person131!,weak,0.000531
user6357,user,"""bnu8(>Ni=U%!",strong,1000.0000000001
user6358,user,third548@,weak,0.000399
user6359,user,i)4;[o!s!|KOAv<Qq,strong,10000000.0000000001
user6360,user,down889,weak,0.0000184
user6361,user,radio674#,weak,0.000575
user6362,user,q]gzT\a{m+,medium,1.0000000001
user6363,user,allow314,weak,0.0001816
user6364,user,Ew8M;h}t,weak,0.0100000001
user6365,user,capital790,weak,0.000096
user6366,user,race724!,weak,0.000751
user6367,user,picture662,weak,0.0000934
user6368,user,how720,weak,0.000011
user6369,user,",MFp%YF-n\4=*3",strong,10000.0000000001
user6370,user,pkZR}q[w,weak,0.0100000001
user6371,user,]i8DNLZG$=+4xK,strong,10000.0000000001
user6372,user,[EK3>ZZn_[J`&S,strong,10000.0000000001
user6373,user,ni^GAiEl*}S8D%,strong,10000.0000000001
user6374,user,try265!,weak,0.000355
user6375,user,3}YHD%Zz+)eE&>Q,strong,100000.0000000001
user6376,user,walk574@,weak,0.0005694
user6377,user,turn103,weak,0.00005263946666666666624223580584
user6378,user,f*;y4!$DtkD7G-|g9I,strong,100000000.0000000001
user6379,user,same101,weak,0.0000244221866666666664741569548
user6380,user,"P.]nA3J>,4{P&Dp/;$D",strong,1000000000.0000000001
user6381,user,season377!,weak,0.000147
user6382,user,~`VZI/D%>mIc3)]Y(,strong,10000000.0000000001
user6383,user,3s}t!h9D_n6#Y,strong,1000.0000000001
user6384,user,Mf{E!fq0Gb_,strong,10.0000000001
user6385,user,5!Z}Hw]L9`,medium,1.0000000001
user6386,user,>;EHIm72p\v{?:,strong,7920.01
user6387,user,her581,weak,0.000011
user6388,user,"Kg2&ChdFe""pY~N",strong,10000.0000000001
user6389,user,<rW6{LxqTOx6Q,strong,1000.0000000001
user6390,user,"1:D(0}._.p""lf",strong,1000.0000000001
user6391,user,y[k6=#'wh#!gi20D4J},strong,1000000000.0000000001
user6392,user,"^U,&F*LTEpY'1Q",strong,10000.0000000001
user6393,user,door850@,weak,0.000655
user6394,user,bit48#,weak,0.000064
user6395,user,cGqh?}t+eFoQi(bV,strong,1000000.0000000001
user6396,user,pE6v/;3pn=9e%,strong,1000.0000000001
user6397,user,kind995!,weak,0.000297
user6398,user,list807#,weak,0.000463
user6399,user,require727!,weak,0.003539
user6400,user,I\gs]t3Z}9$wtXD[.3,strong,100000000.0000000001
user6401,user,president122@,weak,0.000387
user6402,user,doctor119#,weak,0.000493
user6403,user,thing549,weak,0.00000544
user6404,user,_};efB%tEasX7Xgo,strong,1000000.0000000001
user6405,user,system164!,weak,0.000305
user6406,user,likely315!,weak,0.001975
user6407,user,single55,weak,0.00000282
user6408,user,"zw_tHx,j.bY0e_77eC",strong,100000000.0000000001
user6409,user,E/a)DYB^N1,medium,1.0000000001
user6410,user,v@6<`|]l+,medium,0.1000000001
user6411,user,local943!,weak,0.000341
user6412,user,;M{Wk_)eB~HCR:,strong,10000.0000000001
user6413,user,over221@,weak,0.000101
user6414,user,+]oMP49l7lI,strong,10.0000000001
user6415,user,travel877!,weak,0.001907
user6416,user,"Q$Y-9,!6J$",medium,1.0000000001
user6417,user,lP7bW)dl.2bD2w,strong,10000.0000000001
user6418,user,particularly967!,weak,0.001423
user6419,user,^Y-W/NWNG0O]C|Eva,strong,5600000.000001
user6420,user,iEIzKP69x1e[A2!#@t8g,strong,10000000000.0000000001
user6421,user,K.Wo$/_h,weak,0.0100000001
user6422,user,church233#,weak,0.000295
user6423,user,"DA=F_d`m]G>""&(BZ%",strong,10000000.0000000001
user6424,user,"ILeHgf%dft@|9/,:>\",strong,100000000.0000000001
user6425,user,represent144!,weak,0.002913
user6426,user,be634#,weak,0.0001000001
user6427,user,Mh]~K;!vIq,medium,1.0000000001
user6428,user,Y$o$><{mfhI$lmh_h,strong,3600000.01
user6429,user,face473@,weak,0.000505
user6430,user,"Z1o_b""_&mWTD@/pd",strong,1000000.0000000001
user6431,user,green823!,weak,0.000101
user6432,user,qtm]-)\E4Z>(,strong,100.0000000001
user6433,user,care947@,weak,0.000305
user6434,user,Ire$f*#B^hS_e$4972w,strong,1000000000.0000000001
user6435,user,"8,-],0)/<+em+",strong,1000.0000000001
user6436,user,high912@,weak,0.000183
user6437,user,Rya7{D{6erBZ7mD,strong,100000.0000000001
user6438,user,"W\f2aMYu2DA""vLJ{7",strong,5760000.01
user6439,user,finish292!,weak,0.001269
user6440,user,manager597,weak,0.0001318
user6441,user,trade862,weak,0.0001092584533333333324435443501
user6442,user,+<dxJ`?0e:,medium,1.0000000001
user6443,user,46)n;LyS.},medium,1.0000000001
user6444,user,social71@,weak,0.0000652
user6445,user,K15:c*6c;f,medium,1.0000000001
user6446,user,|`4lzj>[+F`CJL\S,strong,1000000.0000000001
user6447,user,perform430@,weak,0.002681
user6448,user,less457!,weak,0.000853
user6449,user,far976#,weak,0.000667
user6450,user,H[}w/uGkdl\Y0L+t\Bq,strong,1000000000.0000000001
user6451,user,K_s.AT]k,weak,0.0100000001
user6452,user,LmF|Y{&U,weak,0.0100000001
user6453,user,hot607#,weak,0.000829
user6454,user,production607@,weak,0.000527
user6455,user,might2@,weak,0.00000446
user6456,user,hRt@>G-8#s#^HqM*:A,strong,100000000.0000000001
user6457,user,U&{\oRg2t#9U&A7+&,strong,10000000.0000000001
